name,district,description,facilities
สวนบางแคภิรมย์,เขตบางแค,"สวนสาธารณะภายใต้แนวคิด ""สวนแห่งประชาคมอาเซียน"" สวนสาธารณะแห่งแรกในเขตบางแค และเป็น Dog Park แห่งที่ 2 ของกทม.","สวนสำหรับสุนัข (Dog Park),มีห้องน้ำ,มีที่จอดรถ"
