name,district,description,facilities
สวนเฉลิมพระเกียรติ 80 พรรษา พระบาทสมเด็จพระเจ้าอยู่หัว (บางกอกน้อย),เขตบางกอกน้อย,พื้นที่สีเขียวริมคลองบางกอกน้อย เป็นทั้งสถานที่พักผ่อน ท่องเที่ยว และแหล่งเรียนรู้ด้านพฤกษศาสตร์และวัฒนธรรม,"มีห้องน้ำ,มีที่จอดรถ"
สวนสิรินธราพฤกษาพรรณ,เขตบางกอกน้อย,สะท้อนวัฒนธรรมบางกอกน้อย อนุรักษ์ลักษณะสวนดั้งเดิม รูปแบบสวนยกร่องกักเก็บน้ำ พันธุ์ไม้หายาก และเรือนไม้เก่าแก่,"มีห้องน้ำ,มีที่จอดรถ"
