name,district,description,facilities
สวนลุมพินี,เขตปทุมวัน,สวนสาธารณะแห่งแรกของกรุงเทพฯ สัญลักษณ์ปอดกลางกรุง มีคุณค่าทั้งด้านประวัติศาสตร์ วัฒนธรรมและสิ่งแวดล้อม,"ปั่นจักรยาน ช่วงเวลา 10.00-15.00 น.,มีที่จอดรถ,มีห้องน้ำและล็อกเกอร์เก็บของ,มี Pet Park"
