name,district,description,facilities
สวนธนบุรีรมย์,เขตทุ่งครุ,พื้นที่สีเขียวสงบร่มรื่นกลางเมือง มีพืชพรรณหลากหลาย บัวหลายสายพันธุ์ อนาคตจะพัฒนาเป็นสวนสมุนไพรเมืองร้อน,"มีห้องน้ำ,มีที่จอดรถ"
