name,district,description,facilities
สวนเสรีไทย,เขตบึงกุ่ม,เดิมชื่อสวนน้ำบึงกุ่ม สวนสาธารณะเก่าแก่ขนาดใหญ่ มีบึงน้ำจากโครงการพระราชดำริ ร.9 เพื่อรับน้ำฝนแก้ปัญหาน้ำท่วม,"ปั่นจักรยาน,มีห้องน้ำ,มีที่จอดรถ"
สวนนวมินทร์ภิรมย์,เขตบึงกุ่ม,สวนสาธารณะเอนกประสงค์รอบทะเลสาบเคหะคลองจั่น (บึงลำพังพวย) ร่มรื่นด้วยต้นไม้ใหญ่ มีน้ำพุกลางบึง เป็นที่นิยมออกกำลังกาย,"มีห้องน้ำ,มีที่จอดรถ"
