name,district,description,facilities
สวนปิยะภิรมย์,เขตบางกะปิ,พื้นที่สีเขียวขนาดย่อมใจกลางเมือง เนื้อที่ไม่ถึง 12 ไร่ เป็นสวนสุขภาพและลานกิจกรรมสำหรับชุมชน เหมาะกับทั้งครอบครัว,
